"code","name","credit","lecture_hours","tutorial_hours","pratical_hours","discussion_hours","project_hours","pre_requisits","syllabus","ref_books","percent_course_attendance","percent_endsem","percent_midsem","percent_project","percent_quiz_1","percent_quiz_2","percent_lab_evaluation"
"DS302","Engineering design",4,2,0,4,0,0,"NIL","Introduction to Engineering Design: [6 H]
Importance of Design, Design Philosophy, History of Design,Design Paradigm, the Design Process, Good 
Design, Engineering Analysis, Design phases, Productand Process Cycle.
Need Identification and Problem Definition: [6 H]
Identifying customer needs, Benchmarking,QualityFunction Deployment, Engineering Design Specification
Concept Design: [6 H]
Creativity and Problem Solving, Functional requirements, Product ComponentDecomposition, Product 
Function Decomposition, Conceptual Decomposition, Generating DesignConcepts, Product Form and 
Geometry, Product Aesthetics, Evaluating alternative Concepts, Theoryof Inventive Problem Solving, 
Axiomatic Design, Concept Evaluation Methods, Decision Making.
Embodiment Design: [6 H]
Introduction, Product Architecture, Configuration Design, Parametric Design,Best Practices, Industrial 
Design, Human Factors Design, Design For X (DFX) - Function, Assembly,Manufacture, Environment, 
Robustness, Reliability, Recyclability, etc.
Materials Selection: [8 H]
Performance Characteristics of Materials, the Material Selection Process,Economics of Materials, Material 
Selection Methods.
Selection of Manufacturing Processes: [4 H]
Manufacturing Processes, Costs of Manufacturing, ProcessSelection.
Building and Testing Prototypes: [3 H]
Building Traditional Prototypes, Building Rapid Prototypes, Testing Prototypes, Testing Product Usability.
Design for Failure, Safety and Tolerance: [3 H]
Failure Modes and Effects Analysis, Design for Safety,Tolerance Design.","[1] Karl T. Ulrich and Steven D. Eppinger, Product Design and Development, McGraw-Hill
[2] Dennis M. Buede, The Engineering Design of Systems: Models and Methods, John Wiley & Sons inc.",10,40,20,10,5,5,10
"EC418a","Time Frequency Analysis",4,3,0,0,0,0,"NIL","Theory: Basics of Fourier Analysis, Spectral Theory, Fundamentals of Time Frequency Analysis, 
Instantaneous Frequency and the Complex Signal, Uncertainty Principle, The Need for Time-Frequency 
Analysis, Gabor Transform, The Short-Time Fourier Transform/Spectrogram, Time-Frequency 
Localization, Continuous Wavelet Transform/Scalogram, Multiresolution Analysis, Quadratic Time 
Frequency Transform, Wigner-Ville Distribution, Signal Processing Applications. [20H]
Basic of MATLAB, Implementation of discrete signal, DSP mathematical problem solving by using 
MATLAB, Frequency domain analysis, Time frequency algorithm implementation, basic filter designing.
[22H]","Basic of MATLAB, Implementation of discrete signal, DSP mathematical problem solving by using 
MATLAB, Frequency domain analysis, Time frequency algorithm implementation, basic filter designing.
[22H]",10,40,20,10,5,5,10
"EC418b","Radio Frequency  Integrated Circuits Design",4,3,0,0,0,0,"NIL","Basic concepts and definitions: Definition of RF and FCC Regulations Wireless Standards, Transceiver 
Architectures, Noise, Linearity, Dynamic Range, matching networks/impedance transformers.
 [8 H]
Passive components/Devices: Inductors, Capacitors, Resistors, Transmission lines, Transformers, Variable 
and Constant capacitors [5 H]
Amplifiers: Low noise amplifiers (LNAs): LNA topologies, LNA Design, Noise Sources, Nonlinearity, 
Gain and Band switching; Power amplifiers (Pas): General Classification and parameters, Cascode ouput 
stages, large signal analysis and impedance matching [10 H]
Mixers: Performance parameters, Passive and Active mixers, Downconvesrion and Upconversion mixers, 
Mixers Topologies [5 H]
Oscillators and Frequency synthesizers: Basic principle and performance parameters, tank and other 
topologies based oscillators, Voltage-Controlled Oscillators (VCOs), Frequency multipliers, Integer-and 
fractional-N synthesizers [12 H]","1. RFMicroelectronics, Behzad Razavi, 2nd Ed, Pearson
2. Ulrich L. Rohde, Matthias Rudolph, RF / Microwave Circuit Design for Wireless Applications, 2nd 
Edition, 2012.",10,40,20,10,5,5,10
"ME8002","Design of Experiments",3,3,0,0,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"CS8007","Social Network Analysis",3,2,0,2,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"EC8016","Electromagnetics Interference and Compatibility",3,3,0,0,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"EC8030","CMOS Memory Design",3,3,0,0,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"EC8031","Digital Image Processing",3,3,0,0,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"EC418c","Physics of Semiconductor  Devices",4,3,0,0,0,0,"NIL","Introduction to Quantum Mechanics Principle of Quantum Mechanics, Schrodinger's wave equation, 
Application of Schrodinger's wave equation, extension of wave theory to atoms. Introduction to the 
Quantum Theory of Solids. [5 H]
Electrical conductions in solids, Drift current, Density of states function, Statistical mechanics. The 
Semiconductor in Equilibrium, Charge carriers in semiconductor, Dopant atoms and energy levels, 
Extrinsic semiconductor, Statistics of donors and acceptors, charge neutrality, position of Fermi level. [5H]
Carrier Transport Phenomena, Carrier drift, carrier diffusion, Hall effect, graded impurity distribution. Non 
equilibrium excess carriers, Carrier generation and recombination, Characteristics of excess carriers, 
Ambipolar transport, Quasi-Fermi energy level. [10 H]
The p-n Junction: Basic structures of the PN junction, Zero bias condition, forward bias, reverse bias 
condition. The p-n Junction Diode current components I/V Characteristics, small signal model of p-n 
junction, generation- recombination current, junction breakdown, charge storage and diode transient.[10H]
The metal-semiconductor and semiconductor hetero-junctions, Schottky Barrier diode, Ohmic and 
rectifying contacts, Hetreo junction materials, energy band diagram, two dimension electron gas, 
equilibrium electrostatics and I/V characteristics. Junction field effect transistor, basic concept, device 
characteristics MESFET, Non ideal effects, high electron mobility transistor quantum well structures.[6H]
Fundamentals of the Metal-Oxide-Semiconductor Field-Effect Transistor: Two terminal MOS structure, 
basic MOSFET operation, non ideal effects, MOSFET scaling, threshold voltage modification, radiation 
and hot electron effects. [6 H]","1. S.M. Sze Physics of Semiconductor Devices Wiley-Interscience
2. ‘Semiconductor physics and devices’ 5th edition Neaman Donald A. Mc Graw Hill 
3. Physics of Semiconductor Devices Michael Shur, (Prentice Hall, 1990)
4. Physics of Semiconductor Devices, Massimo Rudan Springer Publication",10,40,20,10,5,5,10
"ME418a","Advance Solid Mechanics",4,3,0,0,0,0,"NIL","Analysis of Stresses and Strains in rectangular and polar coordinates: Cauchy’s formula, Principal stresses 
and principal strains, 3D Mohr’s Circle, Octahedral Stresses, Hydrostatic and deviatoric stress, Differential 
equations of equilibrium, Plane stress and plane strain, compatibility conditions. Introduction to curvilinear 
coordinates. [10 H]
Generalized Hooke’s law and theories of failure. Energy Methods. [5 H]
Bending of symmetric and unsymmetric straight beams, effect of shear stresses, Curved beams, Shear 
center and shear flow, shear stresses in thin walled sections, thick curved bars. [8 H]
Torsion of prismatic solid sections, thin walled sections, circular, rectangular and elliptical bars, membrane 
analogy. [5 H]
Thick and thin walled cylinders, Composite tubes, Rotating disks and cylinders. [5 H]
Euler’s buckling load, Beam Column equations. [4 H]
Strain measurement techniques using strain gages, characteristics, instrumentations, principles of photoelasticity.","[1] L. S. Srinath, Advanced Mechanics of Solids, 2nd Edition, TMH Publishing Co. Ltd., New Delhi, 
2003.
[2] R. G. Budynas, Advanced Strength and Applied Stress Analysis, 2nd Edition, McGraw Hill 
Publishing Co, 1999.
[3] A. P. Boresi, R. J. Schmidt, Advanced Mechanics of Materials, 5th Edition, John Willey and Sons 
Inc, 1993.",10,40,20,10,5,5,10
"DS5020","Design Workshop II",3,30,0,0,0,0,"","syllabus","book",5,30,20,15,10,10,10
"ES407a","Fundamentals of RF  & Microwave  Electronics",4,3,0,0,0,0,"NIL","Mathematical foundation in understanding of signals, circuits and devices:basic properties of 
Fourier
Transforms, transmission line theory, T and 𝜋 equivalent circuit, behaviour of transmission line at 
radio & microwave frequency. [10 H]
DC and Low Frequency Circuit Concepts: BJT Biasing, mode of operation small signal AC 
analysis. FET circuits at DC, AC analysis, first and second order AC models of FETs, high 
frequency models of BJT and FETs, single pole approximation, differential amplifiers, and 
frequency response. [10 H]
Circuit Representation of Two Port RF/ Microwave Networks: Impedance, Admittance, 
Hybrid, Transmission Matrix, Generalized S parameters, Reciprocal Networks, Loss less Networks, 
Signal Flow graphs and its Applications. [10 H]
Impedance Matching and network selection:power gain concept, mismatch factor, return loss, 
input/output VSWR, maximum gain, constant gain design, figure of merit, matching network 
design using lumped and distributed elements, stability consideration in active networks. [10 H]","1. T.C. Edwards,Foundations for Microstrip Circuit Design 1stEdition, Wiley Interscience. 
2. Ulrich L. Rohde, Matthias Rudolph,RF / Microwave Circuit Design for Wireless Applications, 
2nd Edition, 2012.",10,40,20,10,5,5,10
"ES407c","Applied Photonics",4,3,0,0,0,0,"NIL","Introduction: Review of basic optics, wave propagation, polarization, diffraction, Gaussian
Beams, Electrooptic effect, electro-optic modulators and their design considerations, Acousto-optic
effect, Raman Scattering and Bragg diffraction, acousto-optic modulators and deflectors. [10H]
Fibres: Principles of optical communication systems, optical sources and detectors, Optical fibres: 
mode of an optical fibre, multimode fibres, single mode fibres and their propagation characteristics, 
Dispersion management in optical fibres and link design considerations.[10H]
Integrated optics: Planar and channel waveguides, coupled and dielectric waveguides, dielectric 
backed waveguides, directional couplers, optical switch, electro-optic and acousto-optic waveguide 
devices. Display devices, holography and optical information processing. [10H]
Photonics: Introduction to Photonic crystals, Lithium Niobate Crystal, its lattice structure, 
polarization and anisotropy in the crystal, Photonic Band Gap effect, guided wave structure and 
components on Photonic Crystals, diffraction limit and constraints on physical dimensions. [10H]","1. Photonic Crystals: Molding the Flow of Light, John D. Joannopoulos, Princeton University 
Press. 
2. Optical Fibre Communications, Gerd Keiser, TMH, 2008. 
3. IEEE Journal of Lightwave Technology, IEEE Photonics Journal.",10,40,20,10,5,5,10
"EC206L","Microprocessor+Electronics",2,0,0,3,0,0,"NIL","1. Microprocessor Architecture, Programming and Applications with the 8085, Ramesh Gaonkar, 
Penram International
2. Jacob Millman and Christos C. Halkias, Electronic Devices and Circuits 
3. Robert L. Boylestad Electronic Devices and Circuit Theory","1. Microprocessor Architecture, Programming and Applications with the 8085, Ramesh Gaonkar, 
Penram International
2. Jacob Millman and Christos C. Halkias, Electronic Devices and Circuits 
3. Robert L. Boylestad Electronic Devices and Circuit Theory",10,40,20,10,5,5,10
"OE4M35","Advanced Manufacturing Processes and Technologies",3,3,0,0,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"EC8032","Numerical Techniques in Electromagnetics",3,3,0,0,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"OE4M72","Computational Material Science",3,3,0,0,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"OE4M22","Industrial Instrumentation & Metrology",3,3,0,0,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"ES407e","Internet of Things  (IoT)",4,3,0,0,0,0,"NIL","IoT definitions: overview, applications, potential & challenges, and architecture. [6 H]
Internet in general and Internet of Things, Internet of Everything, Web of Things, and Making 
Things Smart. [5 H]
IoT communication protocols, packets, services, performance parameters of a packet network as 
well as applications such as web, Peer-to-peer, sensor networks, and multimedia. [6 H]
Business Issues, Aspects and Models of the Internet of Things. Making and Getting Things onto the 
Internet. [5 H]
Local Area Networks, MAC level, link protocols such as: point-to-point protocols, Ethernet, WiFi 
802.11, cellular internet access, and Machine-to-machine. [6 H]
Mobile Networking: roaming and handoffs, mobile IP, and ad hoc and infrastructure less networks. 
[6 H]
IoT examples: Case studies, e.g. sensor body-area-network and control of a smart home. [6 H]","Kurose, James F.; Ross, Keith W. Computer networking: a top-down approach, 5th ed., 
international ed.: Boston, Mass.: Pearson, cop. 2010",10,40,20,10,5,5,10
"DS5098","Seminar I",2,0,0,0,0,0,"","syllabus","book",5,30,20,15,10,10,10
"ES407f","Social network  Analysis",4,3,0,0,0,0,"NIL","Modeling with Linear Programming - Two-Variable LP Model, Graphical LP Solution, Solution 
of a Maximization Model, Solution of a Minimization Model, Selected LP Applications; [06 hr]
The Simplex Method and Sensitivity Analysis - LP Model in Equation Form, Transition from 
Graphical to Algebraic Solution, The Simplex Method, Artificial Starting Solution, Special Cases in 
the Simplex Method, Sensitivity Analysis - Graphical and Algebraic Sensitivity Analysis; [06 hr]
Duality and Post-Optimal Analysis - Definition of the Dual Problem, Primal-Dual Relationships, 
Economic Interpretation of Duality, Post-Optimal Analysis; [06 hr]
Transportation Model and Its Variants - Definition of the Transportation Model, The 
Transportation Algorithm, The Assignment Model; [06 hr]
Network Models - Minimal Spanning Tree Algorithm, Shortest-Route Problem, LP Formulation of 
the Shortest-Route Problem, Maximal flow model, LP Formulation of Maximal Flow Model, 
Critical Path (CPM) Computations, Construction of the Time Schedule, LP Formulation of CPM; 
[07 hr]
Integer Linear Programming - Integer Programming Algorithms, Branch-and-Bound (B&B) 
Algorithm, Cutting-Plane Algorithm, Traveling Salesperson Problem (TSP), Heuristic Algorithms, 
B&B Solution Algorithm, Cutting-Plane Algorithm; [07 hr]
Deterministic Dynamic Programming - Recursive Nature of Computations in DP, Forward and 
Backward Recursion, Selected DP Applications. [08 hr]","1. Hamdy A. Taha Operations Research: An Introduction, Pearson.
2. Frederick S. Hiller, Gerald J. Lieberman, Introduction to Operations Research, McGraw Hill.
3. Ravindran, Phillips and Solberg, Operations Research: Principles and Practice, Wiley India.
4. Hillier and Liberman, Introduction to Operations Research: Concepts and Cases, McGraw-Hill.",10,40,20,10,5,5,10
